"","Drug","QTLregion","Gene_ID","Feature_ID","Gene_Name"
"2098","Fenbendazole_15","V:8398703-16253803","WBGene00010258","F58E6.11","NA"
"2099","Fenbendazole_15","V:8398703-16253803","WBGene00004882","F46B6.3b","smg-4"
"2100","Fenbendazole_15","V:8398703-16253803","WBGene00009769","F46B6.4","NA"
"2101","Fenbendazole_15","V:8398703-16253803","WBGene00009770","F46B6.5e","NA"
"2102","Fenbendazole_15","V:8398703-16253803","WBGene00009771","F46B6.6a","NA"
"2103","Fenbendazole_15","V:8398703-16253803","WBGene00009772","F46B6.7.1","ztf-7"
"2104","Fenbendazole_15","V:8398703-16253803","WBGene00009773","F46B6.8","lipl-2"
"2105","Fenbendazole_15","V:8398703-16253803","WBGene00009774","F46B6.9","NA"
"2106","Fenbendazole_15","V:8398703-16253803","WBGene00044192","F46B6.13","NA"
"2107","Fenbendazole_15","V:8398703-16253803","WBGene00009775","F46B6.10","NA"
"2108","Fenbendazole_15","V:8398703-16253803","WBGene00005702","F46B6.11a","sru-39"
"2109","Fenbendazole_15","V:8398703-16253803","WBGene00005700","C50C10.1","sru-37"
"2110","Fenbendazole_15","V:8398703-16253803","WBGene00005696","C50C10.8","sru-33"
"2111","Fenbendazole_15","V:8398703-16253803","WBGene00005692","C50C10.2","sru-29"
"2112","Fenbendazole_15","V:8398703-16253803","WBGene00005693","C50C10.3","sru-30"
"2113","Fenbendazole_15","V:8398703-16253803","WBGene00005694","C50C10.4","sru-31"
"2114","Fenbendazole_15","V:8398703-16253803","WBGene00006232","C50C10.6","str-193"
"2115","Fenbendazole_15","V:8398703-16253803","WBGene00006070","C50C10.7","str-2"
"2116","Fenbendazole_15","V:8398703-16253803","WBGene00005703","R07B5.3a","sru-40"
"2117","Fenbendazole_15","V:8398703-16253803","WBGene00005701","R07B5.4","sru-38"
"2118","Fenbendazole_15","V:8398703-16253803","WBGene00011084","R07B5.5","srsx-21"
"2119","Fenbendazole_15","V:8398703-16253803","WBGene00005699","R07B5.6a","sru-36"
"2120","Fenbendazole_15","V:8398703-16253803","WBGene00005671","R07B5.7","sru-8"
"2121","Fenbendazole_15","V:8398703-16253803","WBGene00045419","R07B5.9h","lsy-12"
"2122","Fenbendazole_15","V:8398703-16253803","WBGene00011701","T11A5.2","srab-17"
"2123","Fenbendazole_15","V:8398703-16253803","WBGene00011702","T11A5.3","srab-18"
"2124","Fenbendazole_15","V:8398703-16253803","WBGene00043059","T11A5.7a","srab-26"
"2125","Fenbendazole_15","V:8398703-16253803","WBGene00011704","T11A5.5","sdz-31"
"2126","Fenbendazole_15","V:8398703-16253803","WBGene00011705","T11A5.6a","NA"
"2127","Fenbendazole_15","V:8398703-16253803","WBGene00008239","C50H2.1b","fshr-1"
"2128","Fenbendazole_15","V:8398703-16253803","WBGene00001211","C50H2.2a","egl-47"
"2129","Fenbendazole_15","V:8398703-16253803","WBGene00003173","C50H2.3a","mec-9"
"2130","Fenbendazole_15","V:8398703-16253803","WBGene00008245","C50H2.12","fipr-10"
"2131","Fenbendazole_15","V:8398703-16253803","WBGene00008240","C50H2.4a","NA"
"2132","Fenbendazole_15","V:8398703-16253803","WBGene00008241","C50H2.5","NA"
"2133","Fenbendazole_15","V:8398703-16253803","WBGene00008242","C50H2.6","ceh-75"
"2134","Fenbendazole_15","V:8398703-16253803","WBGene00008243","C50H2.7","NA"
"2135","Fenbendazole_15","V:8398703-16253803","WBGene00008246","C50H2.13","NA"
"2136","Fenbendazole_15","V:8398703-16253803","WBGene00011576","T07C12.12","NA"
"2137","Fenbendazole_15","V:8398703-16253803","WBGene00044204","T07C12.14","suds-3"
"2138","Fenbendazole_15","V:8398703-16253803","WBGene00005618","T07C12.1","srj-33"
"2139","Fenbendazole_15","V:8398703-16253803","WBGene00011577","T07C12.13","fipr-12"
"2140","Fenbendazole_15","V:8398703-16253803","WBGene00011570","T07C12.6","sre-28"
"2141","Fenbendazole_15","V:8398703-16253803","WBGene00011571","T07C12.7","ttr-46"
"2142","Fenbendazole_15","V:8398703-16253803","WBGene00011572","T07C12.8b","mam-5"
"2143","Fenbendazole_15","V:8398703-16253803","WBGene00011573","T07C12.9","anmt-3"
"2144","Fenbendazole_15","V:8398703-16253803","WBGene00011574","T07C12.10","NA"
"2145","Fenbendazole_15","V:8398703-16253803","WBGene00011575","T07C12.11","madf-4"
"2146","Fenbendazole_15","V:8398703-16253803","WBGene00006777","C27H6.1a","unc-41"
"2147","Fenbendazole_15","V:8398703-16253803","WBGene00007784","C27H6.2","ruvb-1"
"2148","Fenbendazole_15","V:8398703-16253803","WBGene00007785","C27H6.3","tofu-1"
"2149","Fenbendazole_15","V:8398703-16253803","WBGene00077500","C27H6.9","NA"
"2150","Fenbendazole_15","V:8398703-16253803","WBGene00007786","C27H6.4a","rmd-2"
"2151","Fenbendazole_15","V:8398703-16253803","WBGene00007787","C27H6.8","NA"
"2152","Fenbendazole_15","V:8398703-16253803","WBGene00004323","K08H10.7","rde-1"
"2153","Fenbendazole_15","V:8398703-16253803","WBGene00010698","K08H10.6","NA"
"2154","Fenbendazole_15","V:8398703-16253803","WBGene00077491","K08H10.10","NA"
"2155","Fenbendazole_15","V:8398703-16253803","WBGene00010697","K08H10.4","uda-1"
"2156","Fenbendazole_15","V:8398703-16253803","WBGene00002263","K08H10.1k","lea-1"
"2157","Fenbendazole_15","V:8398703-16253803","WBGene00011543","T06E8.1a","acl-2"
"2158","Fenbendazole_15","V:8398703-16253803","WBGene00011544","T06E8.2","NA"
"2159","Fenbendazole_15","V:8398703-16253803","WBGene00010177","F57A8.1.1","NA"
"2160","Fenbendazole_15","V:8398703-16253803","WBGene00010178","F57A8.2b","yif-1"
"2161","Fenbendazole_15","V:8398703-16253803","WBGene00006169","F57A8.3a","str-118"
"2162","Fenbendazole_15","V:8398703-16253803","WBGene00010179","F57A8.4","NA"
"2163","Fenbendazole_15","V:8398703-16253803","WBGene00010181","F57A8.6","NA"
"2164","Fenbendazole_15","V:8398703-16253803","WBGene00011001","R04B5.1","NA"
"2165","Fenbendazole_15","V:8398703-16253803","WBGene00011002","R04B5.3","nhr-205"
"2166","Fenbendazole_15","V:8398703-16253803","WBGene00003611","R04B5.4b","nhr-12"
"2167","Fenbendazole_15","V:8398703-16253803","WBGene00011004","R04B5.6","NA"
"2168","Fenbendazole_15","V:8398703-16253803","WBGene00011003","R04B5.5","NA"
"2169","Fenbendazole_15","V:8398703-16253803","WBGene00011005","R04B5.7","NA"
"2170","Fenbendazole_15","V:8398703-16253803","WBGene00011008","R04B5.11","NA"
"2171","Fenbendazole_15","V:8398703-16253803","WBGene00005127","R04B5.8","srd-49"
"2172","Fenbendazole_15","V:8398703-16253803","WBGene00011006","R04B5.9","ugt-47"
"2173","Fenbendazole_15","V:8398703-16253803","WBGene00044044","C08B6.14","NA"
"2174","Fenbendazole_15","V:8398703-16253803","WBGene00007422","C08B6.1b","ugt-17"
"2175","Fenbendazole_15","V:8398703-16253803","WBGene00007423","C08B6.2a","NA"
"2176","Fenbendazole_15","V:8398703-16253803","WBGene00007431","C08B6.11","NA"
"2177","Fenbendazole_15","V:8398703-16253803","WBGene00007424","C08B6.3a.1","NA"
"2178","Fenbendazole_15","V:8398703-16253803","WBGene00007425","C08B6.4b","NA"
"2179","Fenbendazole_15","V:8398703-16253803","WBGene00007432","C08B6.12","srxa-18"
"2180","Fenbendazole_15","V:8398703-16253803","WBGene00044012","C08B6.13","srxa-19"
"2181","Fenbendazole_15","V:8398703-16253803","WBGene00007427","C08B6.6","NA"
"2182","Fenbendazole_15","V:8398703-16253803","WBGene00007428","C08B6.7b","wdr-20"
"2183","Fenbendazole_15","V:8398703-16253803","WBGene00007429","C08B6.8a","NA"
"2184","Fenbendazole_15","V:8398703-16253803","WBGene00008254","C51E3.9a","NA"
"2185","Fenbendazole_15","V:8398703-16253803","WBGene00008247","C51E3.1","srsx-26"
"2186","Fenbendazole_15","V:8398703-16253803","WBGene00008248","C51E3.2","srsx-27"
"2187","Fenbendazole_15","V:8398703-16253803","WBGene00008250","C51E3.4","srsx-29"
"2188","Fenbendazole_15","V:8398703-16253803","WBGene00008252","C51E3.6","NA"
"2189","Fenbendazole_15","V:8398703-16253803","WBGene00001172","C51E3.7a","egl-3"
"2190","Fenbendazole_15","V:8398703-16253803","WBGene00000840","ZK856.1","cul-5"
"2191","Fenbendazole_15","V:8398703-16253803","WBGene00014105","ZK856.4b","NA"
"2192","Fenbendazole_15","V:8398703-16253803","WBGene00194912","ZK856.18","NA"
"2193","Fenbendazole_15","V:8398703-16253803","WBGene00014106","ZK856.5","NA"
"2194","Fenbendazole_15","V:8398703-16253803","WBGene00050936","ZK856.16","NA"
"2195","Fenbendazole_15","V:8398703-16253803","WBGene00014111","ZK856.10","rpc-25"
"2196","Fenbendazole_15","V:8398703-16253803","WBGene00014114","ZK856.13","tftc-3"
"2197","Fenbendazole_15","V:8398703-16253803","WBGene00006489","ZK856.9","zhit-3"
"2198","Fenbendazole_15","V:8398703-16253803","WBGene00014113","ZK856.12.1","hpo-40"
"2199","Fenbendazole_15","V:8398703-16253803","WBGene00007540","C12D8.13","NA"
"2200","Fenbendazole_15","V:8398703-16253803","WBGene00044174","C12D8.18","fipr-5"
"2201","Fenbendazole_15","V:8398703-16253803","WBGene00044175","C12D8.19","fipr-9"
"2202","Fenbendazole_15","V:8398703-16253803","WBGene00007536","C12D8.5","daf-36"
"2203","Fenbendazole_15","V:8398703-16253803","WBGene00007535","C12D8.4","ttr-19"
"2204","Fenbendazole_15","V:8398703-16253803","WBGene00007541","C12D8.14","fipr-4"
"2205","Fenbendazole_15","V:8398703-16253803","WBGene00007542","C12D8.15","NA"
"2206","Fenbendazole_15","V:8398703-16253803","WBGene00007544","C12D8.17","fipr-6"
"2207","Fenbendazole_15","V:8398703-16253803","WBGene00006226","C12D8.12","str-182"
"2208","Fenbendazole_15","V:8398703-16253803","WBGene00007534","C12D8.1b","NA"
"2209","Fenbendazole_15","V:8398703-16253803","WBGene00007537","C12D8.6.1","fipr-8"
"2210","Fenbendazole_15","V:8398703-16253803","WBGene00000721","C12D8.8","col-148"
"2211","Fenbendazole_15","V:8398703-16253803","WBGene00007538","C12D8.9a","NA"
"2212","Fenbendazole_15","V:8398703-16253803","WBGene00004405","C12D8.11","rop-1"
"2213","Fenbendazole_15","V:8398703-16253803","WBGene00012494","Y22F5A.1","nhr-232"
"2214","Fenbendazole_15","V:8398703-16253803","WBGene00005530","Y22F5A.2","sri-18"
"2215","Fenbendazole_15","V:8398703-16253803","WBGene00004364","Y22F5A.3a","ric-4"
"2216","Fenbendazole_15","V:8398703-16253803","WBGene00206471","Y22F5A.11","NA"
"2217","Fenbendazole_15","V:8398703-16253803","WBGene00003090","Y22F5A.4.1","lys-1"
"2218","Fenbendazole_15","V:8398703-16253803","WBGene00003091","Y22F5A.5","lys-2"
"2219","Fenbendazole_15","V:8398703-16253803","WBGene00003092","Y22F5A.6","lys-3"
"2220","Fenbendazole_15","V:8398703-16253803","WBGene00007096","B0024.3","NA"
"2221","Fenbendazole_15","V:8398703-16253803","WBGene00007104","B0024.15.1","NA"
"2222","Fenbendazole_15","V:8398703-16253803","WBGene00000722","B0024.1","col-149"
"2223","Fenbendazole_15","V:8398703-16253803","WBGene00000723","B0024.2","col-150"
"2224","Fenbendazole_15","V:8398703-16253803","WBGene00007097","B0024.4","NA"
"2225","Fenbendazole_15","V:8398703-16253803","WBGene00000491","B0024.8a","che-12"
"2226","Fenbendazole_15","V:8398703-16253803","WBGene00001533","B0024.6b","gcy-6"
"2227","Fenbendazole_15","V:8398703-16253803","WBGene00007099","B0024.9a","trx-2"
"2228","Fenbendazole_15","V:8398703-16253803","WBGene00007100","B0024.10","NA"
"2229","Fenbendazole_15","V:8398703-16253803","WBGene00007101","B0024.11","NA"
"2230","Fenbendazole_15","V:8398703-16253803","WBGene00001646","B0024.12","gna-1"
"2231","Fenbendazole_15","V:8398703-16253803","WBGene00007102","B0024.13","NA"
"2232","Fenbendazole_15","V:8398703-16253803","WBGene00007103","B0024.14b","crm-1"
"2233","Fenbendazole_15","V:8398703-16253803","WBGene00000200","K07C5.1","arx-2"
"2234","Fenbendazole_15","V:8398703-16253803","WBGene00010625","K07C5.2","NA"
"2235","Fenbendazole_15","V:8398703-16253803","WBGene00010626","K07C5.3","NA"
"2236","Fenbendazole_15","V:8398703-16253803","WBGene00010627","K07C5.4","NA"
"2237","Fenbendazole_15","V:8398703-16253803","WBGene00010629","K07C5.6","NA"
"2238","Fenbendazole_15","V:8398703-16253803","WBGene00010628","K07C5.5a","ceeh-2"
"2239","Fenbendazole_15","V:8398703-16253803","WBGene00010630","K07C5.7","ttll-15"
"2240","Fenbendazole_15","V:8398703-16253803","WBGene00005532","AC3.1","sri-20"
"2241","Fenbendazole_15","V:8398703-16253803","WBGene00007070","AC3.2","ugt-49"
"2242","Fenbendazole_15","V:8398703-16253803","WBGene00000024","AC3.3","abu-1"
"2243","Fenbendazole_15","V:8398703-16253803","WBGene00004098","AC3.4","pqn-2"
"2244","Fenbendazole_15","V:8398703-16253803","WBGene00004964","AC3.10","spe-10"
"2245","Fenbendazole_15","V:8398703-16253803","WBGene00007071","AC3.5a.1","NA"
"2246","Fenbendazole_15","V:8398703-16253803","WBGene00000724","AC3.6","col-151"
"2247","Fenbendazole_15","V:8398703-16253803","WBGene00007072","AC3.7","ugt-1"
"2248","Fenbendazole_15","V:8398703-16253803","WBGene00007073","AC3.8","ugt-2"
"2249","Fenbendazole_15","V:8398703-16253803","WBGene00008875","F15H10.8","NA"
"2250","Fenbendazole_15","V:8398703-16253803","WBGene00008874","F15H10.7","NA"
"2251","Fenbendazole_15","V:8398703-16253803","WBGene00195181","F15H10.12","NA"
"2252","Fenbendazole_15","V:8398703-16253803","WBGene00044013","F15H10.9","NA"
"2253","Fenbendazole_15","V:8398703-16253803","WBGene00044014","F15H10.10","NA"
"2254","Fenbendazole_15","V:8398703-16253803","WBGene00008872","F15H10.5","NA"
"2255","Fenbendazole_15","V:8398703-16253803","WBGene00000602","F15H10.2","col-13"
"2256","Fenbendazole_15","V:8398703-16253803","WBGene00000601","F15H10.1.1","col-12"
"2257","Fenbendazole_15","V:8398703-16253803","WBGene00000144","F15H10.3b","apc-10"
"2258","Fenbendazole_15","V:8398703-16253803","WBGene00008871","F15H10.4","tag-314"
"2259","Fenbendazole_15","V:8398703-16253803","WBGene00012529","Y32F6A.4","NA"
"2260","Fenbendazole_15","V:8398703-16253803","WBGene00012527","Y32F6A.1.1","set-22"
"2261","Fenbendazole_15","V:8398703-16253803","WBGene00004909","Y32F6A.2","snf-10"
"2262","Fenbendazole_15","V:8398703-16253803","WBGene00012528","Y32F6A.3.1","pap-1"
"2263","Fenbendazole_15","V:8398703-16253803","WBGene00012530","Y32F6A.5a.1","NA"
"2264","Fenbendazole_15","V:8398703-16253803","WBGene00009058","F22E12.1","NA"
"2265","Fenbendazole_15","V:8398703-16253803","WBGene00009060","F22E12.3","NA"
"2266","Fenbendazole_15","V:8398703-16253803","WBGene00009059","F22E12.2","chw-1"
"2267","Fenbendazole_15","V:8398703-16253803","WBGene00001178","F22E12.4a.1","egl-9"
"2268","Fenbendazole_15","V:8398703-16253803","WBGene00012532","Y32F6B.3","crp-1"
"2269","Fenbendazole_15","V:8398703-16253803","WBGene00012531","Y32F6B.1","NA"
"2270","Fenbendazole_15","V:8398703-16253803","WBGene00003570","Y32F6B.2","ncx-5"
"2271","Fenbendazole_15","V:8398703-16253803","WBGene00000173","C35A5.1","aqp-5"
"2272","Fenbendazole_15","V:8398703-16253803","WBGene00007946","C35A5.2","ugt-33"
"2273","Fenbendazole_15","V:8398703-16253803","WBGene00007948","C35A5.4","NA"
"2274","Fenbendazole_15","V:8398703-16253803","WBGene00007947","C35A5.3","NA"
"2275","Fenbendazole_15","V:8398703-16253803","WBGene00044024","C35A5.11b","NA"
"2276","Fenbendazole_15","V:8398703-16253803","WBGene00044016","C35A5.10","NA"
"2277","Fenbendazole_15","V:8398703-16253803","WBGene00007949","C35A5.5","NA"
"2278","Fenbendazole_15","V:8398703-16253803","WBGene00007950","C35A5.6a","NA"
"2279","Fenbendazole_15","V:8398703-16253803","WBGene00007951","C35A5.7","dmsr-8"
"2280","Fenbendazole_15","V:8398703-16253803","WBGene00007952","C35A5.8","NA"
"2281","Fenbendazole_15","V:8398703-16253803","WBGene00007953","C35A5.9","hda-11"
"2282","Fenbendazole_15","V:8398703-16253803","WBGene00009107","F25D1.2","NA"
"2283","Fenbendazole_15","V:8398703-16253803","WBGene00006460","F25D1.1a","ppm-1"
"2284","Fenbendazole_15","V:8398703-16253803","WBGene00195256","F25D1.8","NA"
"2285","Fenbendazole_15","V:8398703-16253803","WBGene00009109","F25D1.4","degt-1"
"2286","Fenbendazole_15","V:8398703-16253803","WBGene00009110","F25D1.5","NA"
"2287","Fenbendazole_15","V:8398703-16253803","WBGene00005112","F32G8.1","srd-34"
"2288","Fenbendazole_15","V:8398703-16253803","WBGene00009338","F32G8.2","NA"
"2289","Fenbendazole_15","V:8398703-16253803","WBGene00000725","F32G8.5","col-152"
"2290","Fenbendazole_15","V:8398703-16253803","WBGene00006934","T21C9.2a","vps-54"
"2291","Fenbendazole_15","V:8398703-16253803","WBGene00011891","T21C9.3b","del-6"
"2292","Fenbendazole_15","V:8398703-16253803","WBGene00011890","T21C9.1","mics-1"
"2293","Fenbendazole_15","V:8398703-16253803","WBGene00003065","T21C9.5a","lpd-9"
"2294","Fenbendazole_15","V:8398703-16253803","WBGene00011893","T21C9.6","NA"
"2295","Fenbendazole_15","V:8398703-16253803","WBGene00005189","T21C9.7","srg-32"
"2296","Fenbendazole_15","V:8398703-16253803","WBGene00011894","T21C9.8","ttr-23"
"2297","Fenbendazole_15","V:8398703-16253803","WBGene00011895","T21C9.9","NA"
"2298","Fenbendazole_15","V:8398703-16253803","WBGene00011896","T21C9.11","NA"
"2299","Fenbendazole_15","V:8398703-16253803","WBGene00011898","T21C9.13","NA"
"2300","Fenbendazole_15","V:8398703-16253803","WBGene00011897","T21C9.12","scpl-4"
"2301","Fenbendazole_15","V:8398703-16253803","WBGene00010418","H27A22.1b","NA"
"2302","Fenbendazole_15","V:8398703-16253803","WBGene00010375","H09F14.1b","NA"
"2303","Fenbendazole_15","V:8398703-16253803","WBGene00003114","C32C4.5a","mab-23"
"2304","Fenbendazole_15","V:8398703-16253803","WBGene00007862","C32C4.1c","NA"
"2305","Fenbendazole_15","V:8398703-16253803","WBGene00007863","C32C4.3c","NA"
"2306","Fenbendazole_15","V:8398703-16253803","WBGene00000174","C32C4.2c","aqp-6"
"2307","Fenbendazole_15","V:8398703-16253803","WBGene00044286","C32C4.7","ugt-35"
"2308","Fenbendazole_15","V:8398703-16253803","WBGene00009255","F29F11.2","ugt-34"
"2309","Fenbendazole_15","V:8398703-16253803","WBGene00009256","F29F11.3","tut-2"
"2310","Fenbendazole_15","V:8398703-16253803","WBGene00006667","F29F11.4","twk-12"
"2311","Fenbendazole_15","V:8398703-16253803","WBGene00000445","F29F11.5a","ceh-22"
"2312","Fenbendazole_15","V:8398703-16253803","WBGene00219209","F29F11.20","NA"
"2313","Fenbendazole_15","V:8398703-16253803","WBGene00012117","T28B11.1a.1","NA"
"2314","Fenbendazole_15","V:8398703-16253803","WBGene00003405","ZC302.1.1","mre-11"
"2315","Fenbendazole_15","V:8398703-16253803","WBGene00013862","ZC302.2a","wdr-5.3"
"2316","Fenbendazole_15","V:8398703-16253803","WBGene00013863","ZC302.3","NA"
"2317","Fenbendazole_15","V:8398703-16253803","WBGene00005610","F28H7.1","srj-22"
"2318","Fenbendazole_15","V:8398703-16253803","WBGene00005609","F28H7.11","srj-21"
"2319","Fenbendazole_15","V:8398703-16253803","WBGene00009238","F28H7.4","NA"
"2320","Fenbendazole_15","V:8398703-16253803","WBGene00009236","F28H7.2","NA"
"2321","Fenbendazole_15","V:8398703-16253803","WBGene00009237","F28H7.3","NA"
"2322","Fenbendazole_15","V:8398703-16253803","WBGene00009240","F28H7.7","NA"
"2323","Fenbendazole_15","V:8398703-16253803","WBGene00009239","F28H7.6","irld-6"
"2324","Fenbendazole_15","V:8398703-16253803","WBGene00009241","F28H7.8","NA"
"2325","Fenbendazole_15","V:8398703-16253803","WBGene00009242","F28H7.9","sre-6"
"2326","Fenbendazole_15","V:8398703-16253803","WBGene00003838","F28H7.10a","ocr-1"
"2327","Fenbendazole_15","V:8398703-16253803","WBGene00008370","D1054.1","NA"
"2328","Fenbendazole_15","V:8398703-16253803","WBGene00008371","D1054.3a","NA"
"2329","Fenbendazole_15","V:8398703-16253803","WBGene00008372","D1054.5","NA"
"2330","Fenbendazole_15","V:8398703-16253803","WBGene00008375","D1054.8","NA"
"2331","Fenbendazole_15","V:8398703-16253803","WBGene00008376","D1054.9b","NA"
"2332","Fenbendazole_15","V:8398703-16253803","WBGene00008377","D1054.10","NA"
"2333","Fenbendazole_15","V:8398703-16253803","WBGene00008378","D1054.11","NA"
"2334","Fenbendazole_15","V:8398703-16253803","WBGene00194677","D1054.19a","NA"
"2335","Fenbendazole_15","V:8398703-16253803","WBGene00005399","D1054.12","srh-184"
"2336","Fenbendazole_15","V:8398703-16253803","WBGene00077783","D1054.18b","NA"
"2337","Fenbendazole_15","V:8398703-16253803","WBGene00008379","D1054.13b","secs-1"
"2338","Fenbendazole_15","V:8398703-16253803","WBGene00008380","D1054.14","prp-38"
"2339","Fenbendazole_15","V:8398703-16253803","WBGene00007797","C29A12.1","NA"
"2340","Fenbendazole_15","V:8398703-16253803","WBGene00002985","C29A12.3a","lig-1"
